frame,timestamp,yaw,pitch,roll,label
543,18.1,-52.1,8.71,0.23,distracted
544,18.133333333333333,-47.73,5.77,-0.4,distracted
545,18.166666666666668,-44.75,4.41,-0.17,distracted
546,18.2,-47.82,4.36,0.23,distracted
547,18.233333333333334,-45.21,4.51,1.98,distracted
548,18.266666666666666,-43.64,5.79,1.84,distracted
549,18.3,-47.5,7.2,1.65,distracted
550,18.333333333333332,-49.49,8.6,0.78,distracted
551,18.366666666666667,-45.97,9.49,0.82,distracted
552,18.4,-50.94,7.69,0.04,distracted
553,18.433333333333334,-51.9,6.37,-0.38,distracted
554,18.466666666666665,-49.99,6.57,-0.34,distracted
555,18.5,-50.85,4.86,-0.29,distracted
556,18.533333333333335,-50.09,3.23,0.51,distracted
557,18.566666666666666,-44.26,4.83,-0.53,distracted
558,18.6,-43.58,5.81,-0.77,distracted
559,18.633333333333333,-44.4,4.08,0.09,distracted
560,18.666666666666668,-44.56,4.67,0.81,distracted
561,18.7,-47.56,5.58,-0.2,distracted
562,18.733333333333334,-48.6,3.24,0.13,distracted
563,18.766666666666666,-46.14,2.26,0.27,distracted
564,18.8,-45.84,3.62,-0.24,distracted
565,18.833333333333332,-44.31,4.05,0.26,distracted
566,18.866666666666667,-43.24,3.23,0.95,distracted
567,18.9,-41.6,4.44,0.29,distracted
568,18.933333333333334,-42.93,5.32,-0.61,distracted
569,18.966666666666665,-42.39,4.61,-0.87,distracted
570,19.0,-42.65,4.16,-1.11,distracted
571,19.033333333333335,-44.0,4.92,-1.67,distracted
572,19.066666666666666,-45.86,5.66,-1.65,distracted
573,19.1,-45.89,5.25,0.14,distracted
574,19.133333333333333,-46.66,7.62,0.06,distracted
575,19.166666666666668,-47.75,7.41,-0.55,distracted
576,19.2,-45.77,5.28,-1.02,distracted
577,19.233333333333334,-48.66,5.62,0.56,distracted
578,19.266666666666666,-50.57,5.98,0.12,distracted
579,19.3,-49.3,3.22,0.4,distracted
580,19.333333333333332,-47.18,3.74,0.69,distracted
581,19.366666666666667,-46.85,2.65,1.73,distracted
582,19.4,-46.19,-0.13,1.01,distracted
583,19.433333333333334,-43.83,-0.1,1.54,distracted
584,19.466666666666665,-43.11,2.14,2.38,distracted
585,19.5,-43.48,1.72,1.31,distracted
586,19.533333333333335,-45.48,3.58,2.2,distracted
587,19.566666666666666,-44.71,5.53,2.23,distracted
588,19.6,-46.84,7.37,1.28,distracted
589,19.633333333333333,-49.11,5.31,-0.49,distracted
590,19.666666666666668,-51.27,5.2,0.21,distracted
591,19.7,-51.99,4.63,-1.14,distracted
592,19.733333333333334,-54.11,5.27,-1.42,distracted
593,19.766666666666666,-56.51,3.27,-1.5,distracted
594,19.8,-56.32,5.35,-1.83,distracted
595,19.833333333333332,-55.15,5.22,-1.17,distracted
596,19.866666666666667,-53.7,5.88,-1.32,distracted
597,19.9,-52.57,6.2,-1.35,distracted
598,19.933333333333334,-47.2,6.44,-1.33,distracted
599,19.966666666666665,-50.13,3.3,-1.15,distracted
600,20.0,-49.89,3.97,-2.5,distracted
601,20.033333333333335,-48.79,4.24,-2.22,distracted
602,20.066666666666666,-44.94,4.06,-2.4,distracted
603,20.1,-49.41,1.97,-2.4,distracted
604,20.133333333333333,-47.32,2.78,-1.53,distracted
605,20.166666666666668,-47.63,2.05,-0.97,distracted
606,20.2,-48.79,2.97,-1.72,distracted
607,20.233333333333334,-49.11,1.98,-1.54,distracted
608,20.266666666666666,-46.55,4.36,-0.54,distracted
609,20.3,-45.76,4.74,-0.24,distracted
610,20.333333333333332,-47.71,5.07,0.13,distracted
611,20.366666666666667,-48.31,4.5,-0.35,distracted
612,20.4,-51.45,4.69,-0.26,distracted
613,20.433333333333334,-54.23,5.73,-1.36,distracted
614,20.466666666666665,-53.13,6.77,-1.96,distracted
615,20.5,-48.46,5.46,-1.39,distracted
616,20.533333333333335,-46.53,4.92,0.58,distracted
617,20.566666666666666,-46.05,5.12,0.64,distracted
618,20.6,-44.62,4.66,1.63,distracted
619,20.633333333333333,-48.97,5.54,1.02,distracted
620,20.666666666666668,-50.16,7.86,-0.18,distracted
621,20.7,-52.42,7.42,-1.15,distracted
622,20.733333333333334,-52.51,7.92,-0.52,distracted
623,20.766666666666666,-50.06,6.54,-1.12,distracted
624,20.8,-49.96,4.43,0.46,distracted
625,20.833333333333332,-49.03,2.07,0.76,distracted
626,20.866666666666667,-48.41,3.46,0.4,distracted
627,20.9,-47.24,2.2,-0.4,distracted
628,20.933333333333334,-48.6,2.77,-0.53,distracted
629,20.966666666666665,-46.08,3.49,-1.33,distracted
630,21.0,-49.08,6.32,-0.64,distracted
631,21.033333333333335,-49.51,6.74,-0.36,distracted
632,21.066666666666666,-48.31,7.58,-0.41,distracted
633,21.1,-48.47,6.01,-0.83,distracted
634,21.133333333333333,-50.2,6.24,0.44,distracted
635,21.166666666666668,-46.22,5.28,0.4,distracted
636,21.2,-48.63,4.04,0.13,distracted
637,21.233333333333334,-51.5,3.5,-0.09,distracted
638,21.266666666666666,-55.38,5.82,-0.06,distracted
639,21.3,-53.09,7.75,-1.65,distracted
640,21.333333333333332,-60.71,6.83,-1.29,distracted
641,21.366666666666667,-54.69,6.14,-0.52,distracted
642,21.4,-54.44,6.2,1.35,distracted
643,21.433333333333334,-53.68,5.71,2.27,distracted
644,21.466666666666665,-52.33,3.73,3.01,distracted
645,21.5,-48.91,4.29,2.14,distracted
646,21.533333333333335,-51.04,5.15,2.07,distracted
647,21.566666666666666,-50.35,6.38,0.45,distracted
648,21.6,-50.78,7.39,-0.37,distracted
649,21.633333333333333,-53.56,6.69,0.27,distracted
650,21.666666666666668,-56.35,9.56,1.11,distracted
651,21.7,-56.99,9.88,1.06,distracted
652,21.733333333333334,-56.11,9.39,1.42,distracted
653,21.766666666666666,-53.13,7.94,1.87,distracted
654,21.8,-52.39,9.66,1.4,distracted
655,21.833333333333332,-53.68,7.18,0.89,distracted
656,21.866666666666667,-54.07,6.85,1.39,distracted
657,21.9,-53.39,5.43,1.3,distracted
658,21.933333333333334,-44.7,3.4,1.02,distracted
659,21.966666666666665,-33.35,1.44,0.97,distracted
660,22.0,-17.77,-0.31,0.47,focused
661,22.033333333333335,-7.23,-0.84,0.24,focused
662,22.066666666666666,2.68,-1.04,0.21,focused
663,22.1,5.13,-0.23,0.06,focused
664,22.133333333333333,3.9,-1.25,-0.66,focused
665,22.166666666666668,2.86,-2.03,-0.46,focused
666,22.2,0.07,-2.39,-0.91,focused
667,22.233333333333334,-2.34,-2.41,-0.56,focused
668,22.266666666666666,-5.55,-2.86,-0.49,focused
669,22.3,-6.48,-1.91,-0.2,focused
670,22.333333333333332,-6.63,-2.64,0.37,focused
671,22.366666666666667,-5.84,-2.73,0.53,focused
672,22.4,-3.23,-3.91,-1.84,focused
673,22.433333333333334,-1.08,-2.37,-0.64,focused
674,22.466666666666665,0.3,-3.17,-0.04,focused
675,22.5,-0.55,-1.68,-0.11,focused
676,22.533333333333335,2.21,-0.06,-0.05,focused
677,22.566666666666666,-0.03,0.71,0.7,focused
678,22.6,-1.09,-0.61,-0.35,focused
679,22.633333333333333,-1.16,-0.81,-0.16,focused
680,22.666666666666668,0.01,-1.1,-0.66,focused
681,22.7,-1.08,-2.26,-1.42,focused
682,22.733333333333334,-1.25,-2.43,-1.17,focused
683,22.766666666666666,-1.4,-2.47,-0.33,focused
684,22.8,-1.27,-1.86,-0.49,focused
685,22.833333333333332,-1.44,-1.62,-0.35,focused
686,22.866666666666667,-1.3,-2.47,-1.3,focused
687,22.9,-0.68,-1.43,0.07,focused
688,22.933333333333334,1.47,-0.4,-0.41,focused
689,22.966666666666665,1.39,-0.89,-1.11,focused
690,23.0,2.29,-0.4,-1.13,focused
691,23.033333333333335,1.43,-0.05,0.7,focused
692,23.066666666666666,-0.14,-2.28,-0.19,focused
693,23.1,-2.76,-3.33,-0.33,focused
694,23.133333333333333,-3.54,-2.09,0.05,focused
695,23.166666666666668,-3.92,-2.44,-0.55,focused
696,23.2,-2.13,-2.48,-0.5,focused
697,23.233333333333334,-1.69,-2.04,0.32,focused
698,23.266666666666666,0.23,-2.27,-0.12,focused
699,23.3,2.12,-3.86,0.67,focused
700,23.333333333333332,0.68,-3.85,1.16,focused
701,23.366666666666667,0.16,-4.13,0.66,focused
702,23.4,1.49,-3.8,0.61,focused
703,23.433333333333334,0.43,-3.4,0.54,focused
704,23.466666666666665,-4.0,-2.8,1.0,focused
705,23.5,-1.98,-3.19,1.04,focused
706,23.533333333333335,-2.67,-2.54,0.43,focused
707,23.566666666666666,-1.38,-1.51,0.42,focused
708,23.6,-0.24,-1.36,1.42,focused
709,23.633333333333333,3.54,-1.45,-0.38,focused
710,23.666666666666668,2.72,-0.51,-0.96,focused
711,23.7,0.93,-0.74,-0.22,focused
712,23.733333333333334,-0.19,-1.03,-0.79,focused
713,23.766666666666666,1.07,-2.0,-1.69,focused
714,23.8,0.23,-2.77,-1.45,focused
715,23.833333333333332,2.1,-3.69,-0.57,focused
716,23.866666666666667,2.35,-4.16,-0.82,focused
717,23.9,1.76,-3.53,-0.35,focused
718,23.933333333333334,-1.36,-2.43,0.44,focused
719,23.966666666666665,0.13,-0.49,-0.06,focused
720,24.0,-2.83,-1.26,-0.34,focused
721,24.033333333333335,-0.76,-0.3,-0.16,focused
722,24.066666666666666,-0.76,-0.97,-1.0,focused
723,24.1,3.08,-2.09,-1.19,focused
724,24.133333333333333,4.14,-3.03,-0.69,focused
725,24.166666666666668,4.68,-2.39,0.27,focused
726,24.2,1.47,-2.06,-0.53,focused
727,24.233333333333334,1.53,-2.41,0.32,focused
728,24.266666666666666,-2.89,-1.16,1.42,focused
729,24.3,-6.96,-1.05,1.14,focused
730,24.333333333333332,-6.02,-0.93,-0.07,focused
731,24.366666666666667,-2.78,-0.77,0.67,focused
732,24.4,-1.59,-1.29,-0.26,focused
733,24.433333333333334,0.89,-0.68,-1.26,focused
734,24.466666666666665,2.15,-0.79,-1.61,focused
735,24.5,2.37,-0.27,-1.5,focused
736,24.533333333333335,1.22,-1.2,-1.64,focused
737,24.566666666666666,0.27,0.84,-1.22,focused
738,24.6,-0.72,-0.44,-0.99,focused
739,24.633333333333333,-0.57,-0.83,0.56,focused
740,24.666666666666668,0.41,-1.72,-0.29,focused
741,24.7,2.19,-2.29,0.45,focused
742,24.733333333333334,-0.1,-3.01,-0.13,focused
743,24.766666666666666,1.21,-2.62,-1.15,focused
744,24.8,0.94,-1.82,-1.88,focused
745,24.833333333333332,-0.07,-0.27,-1.7,focused
746,24.866666666666667,0.67,0.2,-2.71,focused
747,24.9,1.43,-0.44,-1.43,focused
748,24.933333333333334,0.4,0.45,-1.73,focused
749,24.966666666666665,0.88,-0.71,-1.58,focused
750,25.0,1.24,-2.15,-2.2,focused
751,25.033333333333335,-0.46,-1.95,-1.42,focused
752,25.066666666666666,2.62,-2.48,-1.56,focused
753,25.1,4.2,-4.45,-0.5,focused
754,25.133333333333333,3.61,-3.75,-0.51,focused
755,25.166666666666668,1.96,-3.9,1.07,focused
756,25.2,0.42,-4.82,1.24,focused
757,25.233333333333334,-2.44,-3.77,1.11,focused
758,25.266666666666666,-5.94,-3.11,1.63,focused
759,25.3,-6.52,-3.34,1.7,focused
760,25.333333333333332,-4.99,-3.09,1.32,focused
761,25.366666666666667,-1.98,-1.39,1.5,focused
762,25.4,-0.5,-2.28,0.72,focused
763,25.433333333333334,2.2,-1.62,0.85,focused
764,25.466666666666665,4.16,-2.24,1.2,focused
765,25.5,2.02,-2.32,1.71,focused
766,25.533333333333335,2.71,-1.5,1.49,focused
767,25.566666666666666,2.38,-0.69,2.52,focused
768,25.6,1.37,0.13,1.82,focused
769,25.633333333333333,1.19,1.43,1.44,focused
770,25.666666666666668,3.39,1.29,0.95,focused
771,25.7,-0.32,-0.31,1.06,focused
772,25.733333333333334,0.45,0.37,0.52,focused
773,25.766666666666666,1.64,-1.36,0.15,focused
774,25.8,1.87,-1.25,-0.28,focused
775,25.833333333333332,0.78,-1.79,-0.16,focused
776,25.866666666666667,3.17,-1.71,-0.33,focused
777,25.9,2.68,-2.71,-0.72,focused
778,25.933333333333334,2.72,-1.8,-0.19,focused
779,25.966666666666665,1.25,-3.6,0.64,focused
780,26.0,0.76,-3.21,1.27,focused
781,26.033333333333335,-0.78,-2.92,1.34,focused
782,26.066666666666666,-0.02,-3.74,2.47,focused
783,26.1,-0.54,-4.21,2.26,focused
784,26.133333333333333,-2.04,-2.68,0.98,focused
785,26.166666666666668,-3.09,-3.07,1.23,focused
786,26.2,-3.38,-2.79,0.54,focused
787,26.233333333333334,-6.25,-2.64,0.56,focused
788,26.266666666666666,-6.75,-2.75,0.57,focused
789,26.3,-4.01,-2.32,2.05,focused
790,26.333333333333332,-2.82,-2.2,1.14,focused
791,26.366666666666667,-1.75,-3.7,0.88,focused
792,26.4,0.71,-3.06,0.16,focused
793,26.433333333333334,-0.01,-2.87,-0.49,focused
794,26.466666666666665,0.45,-2.92,-2.46,focused
795,26.5,-0.23,-3.02,-2.61,focused
796,26.533333333333335,-0.64,-3.31,-2.59,focused
797,26.566666666666666,-2.26,-3.16,-2.56,focused
798,26.6,-2.22,-2.92,-2.34,focused
799,26.633333333333333,-3.61,-2.53,-0.43,focused
800,26.666666666666668,-4.06,-1.14,0.45,focused
801,26.7,-5.33,0.22,1.93,focused
802,26.733333333333334,-5.48,-0.45,2.5,focused
803,26.766666666666666,-4.28,-0.23,3.03,focused
804,26.8,-3.49,-2.03,2.85,focused
805,26.833333333333332,-0.53,-2.66,2.34,focused
806,26.866666666666667,-0.99,-2.84,1.76,focused
807,26.9,0.29,-1.62,0.95,focused
808,26.933333333333334,0.64,-2.56,0.73,focused
809,26.966666666666665,-0.04,-1.63,-0.12,focused
810,27.0,-1.6,-1.0,-0.36,focused
811,27.033333333333335,-1.69,-0.26,0.13,focused
812,27.066666666666666,-3.17,-0.52,0.03,focused
813,27.1,-3.53,0.27,-0.1,focused
814,27.133333333333333,-4.26,-0.28,-0.43,focused
815,27.166666666666668,-5.1,-0.81,-0.59,focused
816,27.2,-2.35,-0.97,-1.77,focused
817,27.233333333333334,-0.52,-1.09,-1.18,focused
818,27.266666666666666,-0.74,-0.82,-0.75,focused
819,27.3,-1.29,0.12,0.33,focused
820,27.333333333333332,-1.2,0.18,1.17,focused
821,27.366666666666667,-2.27,-0.07,2.93,focused
822,27.4,-3.5,-1.19,2.83,focused
823,27.433333333333334,-2.73,-1.78,3.41,focused
824,27.466666666666665,-2.85,-1.88,2.52,focused
825,27.5,0.13,-0.71,1.65,focused
826,27.533333333333335,-0.28,-0.84,-0.0,focused
827,27.566666666666666,0.61,0.0,-1.34,focused
828,27.6,-0.27,-0.27,-2.5,focused
829,27.633333333333333,3.07,-1.44,-1.65,focused
830,27.666666666666668,0.67,-2.8,-0.72,focused
831,27.7,1.73,-2.98,0.1,focused
832,27.733333333333334,1.39,-3.36,0.6,focused
833,27.766666666666666,0.42,-1.18,1.64,focused
834,27.8,-2.94,-1.22,1.44,focused
835,27.833333333333332,-1.94,-0.72,0.81,focused
836,27.866666666666667,-2.5,-0.87,0.28,focused
837,27.9,-4.77,-0.64,0.42,focused
838,27.933333333333334,-3.57,-0.61,-0.1,focused
839,27.966666666666665,-2.32,0.73,-0.1,focused
840,28.0,-2.48,0.77,1.28,focused
841,28.033333333333335,-3.68,0.85,0.68,focused
842,28.066666666666666,-0.35,0.44,0.94,focused
843,28.1,-0.92,-0.76,1.27,focused
844,28.133333333333333,-2.04,-1.28,0.55,focused
845,28.166666666666668,-4.05,-1.78,-0.87,focused
846,28.2,0.22,-1.8,-1.14,focused
847,28.233333333333334,-1.12,-0.64,0.37,focused
848,28.266666666666666,-2.67,-2.35,0.94,focused
849,28.3,-0.71,-2.91,1.68,focused
850,28.333333333333332,-2.36,-2.77,2.07,focused
851,28.366666666666667,-4.17,-3.64,2.94,focused
852,28.4,-4.6,-4.1,1.15,focused
853,28.433333333333334,-3.19,-3.57,0.42,focused
854,28.466666666666665,-2.62,-3.19,0.12,focused
855,28.5,-1.2,-3.37,-0.1,focused
856,28.533333333333335,0.84,-3.43,0.72,focused
857,28.566666666666666,3.14,-3.42,2.32,focused
858,28.6,4.08,-2.59,1.89,focused
859,28.633333333333333,4.52,-1.79,1.5,focused
860,28.666666666666668,4.67,-1.73,1.05,focused
861,28.7,1.45,-0.32,-0.11,focused
862,28.733333333333334,0.2,-0.45,-0.65,focused
863,28.766666666666666,-2.94,-1.05,-0.49,focused
864,28.8,-2.97,-2.0,-1.24,focused
865,28.833333333333332,-0.64,-2.26,-1.48,focused
866,28.866666666666667,-1.31,-3.12,-1.57,focused
867,28.9,-3.91,-2.61,-1.31,focused
868,28.933333333333334,-0.43,-2.93,-1.56,focused
869,28.966666666666665,-1.88,-2.28,-0.03,focused
870,29.0,-3.5,-1.85,0.96,focused
871,29.033333333333335,-1.01,-1.31,1.79,focused
872,29.066666666666666,1.74,-1.01,1.27,focused
873,29.1,-0.07,0.52,1.81,focused
874,29.133333333333333,-0.6,-0.13,1.59,focused
875,29.166666666666668,0.84,-0.06,1.5,focused
876,29.2,1.13,0.16,1.14,focused
877,29.233333333333334,2.16,-1.3,1.14,focused
878,29.266666666666666,5.36,-2.28,0.21,focused
879,29.3,5.11,-2.64,-0.44,focused
880,29.333333333333332,4.11,-3.6,-0.62,focused
881,29.366666666666667,3.16,-4.79,0.18,focused
882,29.4,2.64,-3.55,-0.45,focused
883,29.433333333333334,1.49,-4.08,0.59,focused
884,29.466666666666665,2.48,-3.09,0.36,focused
885,29.5,1.85,-1.89,-0.22,focused
886,29.533333333333335,1.33,-2.17,-0.63,focused
887,29.566666666666666,-0.77,-2.45,0.14,focused
888,29.6,-2.63,-1.45,-0.23,focused
889,29.633333333333333,-3.48,-2.39,-0.71,focused
890,29.666666666666668,-1.99,-3.68,-0.08,focused
891,29.7,-2.86,-2.46,-0.77,focused
892,29.733333333333334,-1.77,-2.35,-0.94,focused
893,29.766666666666666,-0.56,-2.42,-2.02,focused
894,29.8,1.0,-1.44,-1.45,focused
895,29.833333333333332,0.28,-0.53,-1.59,focused
896,29.866666666666667,1.0,-0.08,-0.76,focused
897,29.9,-0.18,-0.14,-0.17,focused
898,29.933333333333334,-0.09,0.23,1.96,focused
899,29.966666666666665,0.23,0.01,3.2,focused
900,30.0,0.69,0.05,3.07,focused
901,30.033333333333335,2.17,-1.3,3.34,focused
902,30.066666666666666,4.34,-2.51,2.76,focused
903,30.1,1.36,-2.79,2.09,focused
904,30.133333333333333,-0.58,-2.87,2.63,focused
905,30.166666666666668,-1.36,-3.52,3.73,focused
906,30.2,-0.88,-3.02,3.42,focused
907,30.233333333333334,0.13,-2.63,2.91,focused
908,30.266666666666666,4.12,-1.99,2.71,focused
909,30.3,3.78,-0.88,1.22,focused
910,30.333333333333332,3.98,-0.03,1.27,focused
911,30.366666666666667,2.65,0.21,0.94,focused
912,30.4,1.1,0.99,-0.29,focused
913,30.433333333333334,-0.74,0.13,-1.32,focused
914,30.466666666666665,0.78,-1.19,0.06,focused
915,30.5,3.07,-1.67,-0.97,focused
916,30.533333333333335,1.96,-2.19,-1.13,focused
917,30.566666666666666,1.0,-3.21,0.76,focused
918,30.6,2.11,-3.83,1.99,focused
919,30.633333333333333,0.89,-3.56,1.43,focused
920,30.666666666666668,-1.04,-3.01,1.21,focused
921,30.7,-1.19,-2.86,0.65,focused
922,30.733333333333334,-0.49,-3.11,-0.02,focused
923,30.766666666666666,-1.59,-2.78,-0.71,focused
924,30.8,-0.9,-2.65,-0.67,focused
925,30.833333333333332,-1.64,-3.64,-0.99,focused
926,30.866666666666667,-1.99,-3.73,-1.0,focused
927,30.9,-3.34,-3.07,-0.6,focused
928,30.933333333333334,-2.28,-3.25,-0.7,focused
929,30.966666666666665,-3.32,-3.56,-1.74,focused
930,31.0,-1.85,-3.91,-1.33,focused
931,31.033333333333335,-0.9,-3.59,0.75,focused
932,31.066666666666666,1.07,-3.92,0.59,focused
933,31.1,-1.77,-3.63,0.33,focused
934,31.133333333333333,0.44,-3.94,0.77,focused
935,31.166666666666668,-1.01,-1.83,0.8,focused
936,31.2,0.82,-1.45,-0.53,focused
937,31.233333333333334,0.85,-0.61,-1.63,focused
938,31.266666666666666,2.64,-0.05,-1.16,focused
939,31.3,-0.14,0.24,-0.07,focused
940,31.333333333333332,2.12,-0.84,0.7,focused
941,31.366666666666667,-0.52,-2.35,-0.15,focused
942,31.4,0.91,-2.75,0.86,focused
943,31.433333333333334,0.89,-2.11,1.87,focused
944,31.466666666666665,5.23,-2.18,1.02,focused
945,31.5,1.92,-1.25,-0.25,focused
946,31.533333333333335,2.62,-0.89,-0.05,focused
947,31.566666666666666,-0.26,-1.09,-0.22,focused
948,31.6,-0.56,-1.73,-1.86,focused
949,31.633333333333333,-2.96,-0.91,-2.35,focused
950,31.666666666666668,-2.0,-1.93,-0.94,focused
951,31.7,-2.03,-1.59,-0.3,focused
952,31.733333333333334,-2.34,-0.82,0.27,focused
953,31.766666666666666,-2.06,-1.82,0.4,focused
954,31.8,-1.68,-1.81,0.33,focused
955,31.833333333333332,-0.27,-2.93,-0.73,focused
956,31.866666666666667,-0.54,-3.15,-1.58,focused
957,31.9,-0.02,-3.39,-1.94,focused
958,31.933333333333334,6.88,-2.61,-1.77,focused
959,31.966666666666665,18.15,-3.69,-1.69,focused
960,32.0,27.55,1.35,-1.57,distracted
961,32.03333333333333,39.35,4.44,-2.29,distracted
962,32.06666666666667,52.69,6.88,-1.87,distracted
963,32.1,65.02,6.91,-0.47,distracted
964,32.13333333333333,63.53,9.95,-0.2,distracted
965,32.166666666666664,63.73,7.99,0.23,distracted
966,32.2,59.93,8.6,1.26,distracted
967,32.233333333333334,56.13,7.93,1.71,distracted
968,32.266666666666666,47.21,10.38,0.24,distracted
969,32.3,49.3,10.77,1.37,distracted
970,32.333333333333336,49.8,12.01,1.23,distracted
971,32.36666666666667,55.43,10.54,1.93,distracted
972,32.4,57.3,10.93,1.23,distracted
973,32.43333333333333,58.87,10.45,1.8,distracted
974,32.46666666666667,60.51,10.75,1.21,distracted
975,32.5,59.95,9.2,1.73,distracted
976,32.53333333333333,59.11,11.39,0.92,distracted
977,32.56666666666667,59.04,9.81,0.63,distracted
978,32.6,60.53,9.46,0.88,distracted
979,32.63333333333333,56.99,8.8,-0.33,distracted
980,32.666666666666664,58.08,6.7,-1.01,distracted
981,32.7,53.06,6.43,-0.19,distracted
982,32.733333333333334,54.45,9.59,-0.52,distracted
983,32.766666666666666,55.96,10.99,-1.05,distracted
984,32.8,58.61,9.56,-0.85,distracted
985,32.833333333333336,57.22,12.02,-1.37,distracted
986,32.86666666666667,62.93,10.56,-1.63,distracted
987,32.9,60.85,7.22,-0.9,distracted
988,32.93333333333333,53.54,6.22,-1.58,distracted
989,32.96666666666667,55.24,8.23,-1.02,distracted
990,33.0,58.98,7.92,-0.06,distracted
991,33.03333333333333,56.94,8.44,0.49,distracted
992,33.06666666666667,59.54,10.55,-0.66,distracted
993,33.1,61.45,10.5,0.22,distracted
994,33.13333333333333,55.21,12.0,1.06,distracted
995,33.166666666666664,53.89,12.91,0.61,distracted
996,33.2,51.58,12.73,0.0,distracted
997,33.233333333333334,47.64,12.77,0.9,distracted
998,33.266666666666666,45.74,12.03,0.6,distracted
999,33.3,51.78,10.18,-1.12,distracted
1000,33.333333333333336,51.54,8.56,-0.34,distracted
1001,33.36666666666667,52.51,8.39,0.3,distracted
1002,33.4,52.42,6.66,0.05,distracted
1003,33.43333333333333,58.31,6.0,-1.41,distracted
1004,33.46666666666667,53.63,5.99,0.12,distracted
1005,33.5,51.73,7.13,0.16,distracted
1006,33.53333333333333,48.93,6.84,-0.52,distracted
1007,33.56666666666667,52.41,7.72,-0.15,distracted
1008,33.6,45.35,8.58,1.82,distracted
1009,33.63333333333333,44.29,8.09,1.37,distracted
1010,33.666666666666664,44.53,8.67,0.1,distracted
1011,33.7,47.86,9.67,0.08,distracted
1012,33.733333333333334,45.79,10.41,0.49,distracted
1013,33.766666666666666,46.66,12.22,0.01,distracted
1014,33.8,49.48,13.36,-1.08,distracted
1015,33.833333333333336,48.75,12.9,-0.97,distracted
1016,33.86666666666667,52.63,11.44,-1.4,distracted
1017,33.9,54.21,10.01,-2.07,distracted
1018,33.93333333333333,58.95,8.52,-1.92,distracted
1019,33.96666666666667,57.04,5.81,-0.9,distracted
1020,34.0,61.96,6.11,-0.3,distracted
1021,34.03333333333333,59.88,5.7,1.06,distracted
1022,34.06666666666667,59.88,8.53,0.85,distracted
1023,34.1,62.88,9.64,1.24,distracted
1024,34.13333333333333,64.4,10.91,1.77,distracted
1025,34.166666666666664,61.17,8.92,0.96,distracted
1026,34.2,59.42,10.5,-0.09,distracted
1027,34.233333333333334,61.45,6.92,0.43,distracted
1028,34.266666666666666,54.18,6.9,0.05,distracted
1029,34.3,54.55,6.29,0.09,distracted
1030,34.333333333333336,56.35,8.84,0.69,distracted
1031,34.36666666666667,57.88,7.82,1.23,distracted
1032,34.4,58.75,10.84,0.71,distracted
1033,34.43333333333333,63.1,8.79,1.11,distracted
1034,34.46666666666667,63.17,7.78,-0.36,distracted
1035,34.5,60.52,6.9,-1.0,distracted
1036,34.53333333333333,60.13,7.86,-1.63,distracted
1037,34.56666666666667,55.32,7.84,-0.2,distracted
1038,34.6,53.63,8.52,-0.25,distracted
1039,34.63333333333333,52.02,10.25,0.89,distracted
1040,34.666666666666664,48.76,11.87,1.66,distracted
1041,34.7,47.16,11.53,1.75,distracted
1042,34.733333333333334,45.21,11.97,0.78,distracted
1043,34.766666666666666,47.07,13.54,-0.12,distracted
1044,34.8,48.73,13.41,-0.06,distracted
1045,34.833333333333336,48.29,11.99,-0.46,distracted
1046,34.86666666666667,49.98,12.55,-0.87,distracted
1047,34.9,52.02,10.94,-1.43,distracted
1048,34.93333333333333,52.82,9.62,-2.56,distracted
1049,34.96666666666667,51.12,8.85,-4.05,distracted
1050,35.0,52.9,9.06,-2.89,distracted
1051,35.03333333333333,52.66,7.98,-2.19,distracted
1052,35.06666666666667,53.17,7.4,-2.34,distracted
1053,35.1,47.98,7.38,-0.51,distracted
1054,35.13333333333333,48.54,8.0,-0.09,distracted
1055,35.166666666666664,52.23,6.58,-0.43,distracted
1056,35.2,49.6,6.43,-1.58,distracted
1057,35.233333333333334,49.51,8.1,-0.58,distracted
1058,35.266666666666666,54.97,9.01,-1.33,distracted
1059,35.3,54.5,8.65,0.03,distracted
1060,35.333333333333336,50.89,10.86,0.1,distracted
1061,35.36666666666667,56.56,11.2,1.41,distracted
1062,35.4,62.12,9.61,0.18,distracted
1063,35.43333333333333,56.41,9.8,-0.29,distracted
1064,35.46666666666667,56.32,11.02,-0.98,distracted
1065,35.5,59.57,10.34,-0.75,distracted
1066,35.53333333333333,54.0,10.08,-1.64,distracted
1067,35.56666666666667,51.1,11.6,-0.44,distracted
1068,35.6,57.23,9.7,1.69,distracted
1069,35.63333333333333,61.02,10.0,2.64,distracted
1070,35.666666666666664,56.86,9.26,1.44,distracted
1071,35.7,60.2,8.88,2.35,distracted
1072,35.733333333333334,61.28,8.68,2.25,distracted
1073,35.766666666666666,56.94,9.01,2.0,distracted
1074,35.8,55.45,8.23,0.68,distracted
1075,35.833333333333336,54.72,7.69,2.27,distracted
1076,35.86666666666667,50.71,8.93,2.42,distracted
1077,35.9,45.46,8.42,2.81,distracted
1078,35.93333333333333,47.46,12.13,1.06,distracted
1079,35.96666666666667,48.02,12.0,1.78,distracted
1080,36.0,52.95,12.34,0.77,distracted
1081,36.03333333333333,51.8,12.75,0.34,distracted
1082,36.06666666666667,55.59,13.62,-0.0,distracted
1083,36.1,55.86,9.87,0.57,distracted
